Game,Relation,Figure,Species,Console,Year,Sales
new play control! mario power tennis,CHARACTER_IN,bowser,koopa,Wii,2009,1.46
mario party fushigi no korokoro catcher,CHARACTER_IN,bowser,koopa,Arcade,2009,
mario & luigi: bowser's inside story,CHARACTER_IN,bowser,koopa,DS,2009,3.77
mario & sonic at the olympic winter games,CHARACTER_IN,bowser,koopa,Wii,2009,7.99
mario & sonic at the olympic winter games,CHARACTER_IN,bowser,koopa,DS,2009,7.99
new super mario bros. wii,CHARACTER_IN,bowser,koopa,Wii,2009,28.32
super mario galaxy 2,CHARACTER_IN,bowser,koopa,Wii,2010,7.51
super mario all-stars limited edition,CHARACTER_IN,bowser,koopa,Wii,2010,
super mario 3d land,CHARACTER_IN,bowser,koopa,3DS,2011,10.81
mario & sonic at the london 2012 olympic games,CHARACTER_IN,bowser,koopa,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,bowser,koopa,3DS,2012,4.9
mario kart 7,CHARACTER_IN,bowser,koopa,3DS,2011,12.66
mario party 9,CHARACTER_IN,bowser,koopa,Wii,2012,3.13
mario tennis open,CHARACTER_IN,bowser,koopa,3DS,2012,0.95
new super mario bros. 2,CHARACTER_IN,bowser,koopa,3DS,2012,9.9
paper mario: sticker star,CHARACTER_IN,bowser,koopa,3DS,2012,2.3
new super mario bros. u,CHARACTER_IN,bowser,koopa,WiiU,2012,5.22
new super luigi u,CHARACTER_IN,bowser,koopa,WiiU,2013,2.24
mario & luigi: dream team,CHARACTER_IN,bowser,koopa,3DS,2013,2.08
mario kart arcade gp dx,CHARACTER_IN,bowser,koopa,Arcade,2013,
mario & sonic at the sochi 2014 olympic winter games,CHARACTER_IN,bowser,koopa,WiiU,2013,0.78
super mario 3d world,CHARACTER_IN,bowser,koopa,WiiU,2013,4.32
mario party: island tour,CHARACTER_IN,bowser,koopa,3DS,2013,1.92
yoshi's new island,CHARACTER_IN,bowser,koopa,3DS,2014,1.38
mario golf: world tour,CHARACTER_IN,bowser,koopa,3DS,2014,0.48
mario kart 8,CHARACTER_IN,bowser,koopa,WiiU,2014,14.18
super smash bros. for nintendo 3ds,CHARACTER_IN,bowser,koopa,3DS,2014,
super smash bros. for wii u,CHARACTER_IN,bowser,koopa,WiiU,2014,
mario party 10,CHARACTER_IN,bowser,koopa,WiiU,2015,1.58
puzzle & dragons: super mario bros. edition,CHARACTER_IN,bowser,koopa,3DS,2015,
super mario maker,CHARACTER_IN,bowser,koopa,WiiU,2015,3.21
skylanders: superchargers,CHARACTER_IN,bowser,koopa,WiiU,2015,2.09
mario tennis: ultra smash,CHARACTER_IN,bowser,koopa,WiiU,2015,
mario & luigi: paper jam,CHARACTER_IN,bowser,koopa,3DS,2015,0.76
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,bowser,koopa,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,bowser,koopa,3DS,2016,0.8700000000000001
minecraft: wii u edition,CHARACTER_IN,bowser,koopa,WiiU,2015,
paper mario: color splash,CHARACTER_IN,bowser,koopa,WiiU,2016,0.42
mario party: star rush,CHARACTER_IN,bowser,koopa,3DS,2016,0.3
super mario maker for nintendo 3ds,CHARACTER_IN,bowser,koopa,3DS,2016,
super mario run,CHARACTER_IN,bowser,koopa,Mobile,2016,
super mario run,CHARACTER_IN,bowser,koopa,Mobile,2017,
mario sports superstars,CHARACTER_IN,bowser,koopa,3DS,2017,
mario kart 8 deluxe,CHARACTER_IN,bowser,koopa,Switch,2017,
minecraft: nintendo switch edition,CHARACTER_IN,bowser,koopa,Switch,2017,
mario + rabbids kingdom battle,CHARACTER_IN,bowser,koopa,Switch,2017,
mario & luigi: superstar saga + bowser's minions,CHARACTER_IN,bowser,koopa,3DS,2017,
super mario odyssey,CHARACTER_IN,bowser,koopa,Switch,2017,
mario party: the top 100,CHARACTER_IN,bowser,koopa,3DS,2017,
minecraft: new nintendo 3ds edition,CHARACTER_IN,bowser,koopa,3DS,2017,
minecraft: bedrock edition,CHARACTER_IN,bowser,koopa,Switch,2018,
mario tennis aces,CHARACTER_IN,bowser,koopa,Switch,2018,
super mario party,CHARACTER_IN,bowser,koopa,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,bowser,koopa,Switch,2018,
mario & luigi: bowser's inside story + bowser jr.'s journey,CHARACTER_IN,bowser,koopa,3DS,2018,
new super mario bros. u deluxe,CHARACTER_IN,bowser,koopa,Switch,2019,
super mario maker 2,CHARACTER_IN,bowser,koopa,Switch,2019,
dr. mario world,CHARACTER_IN,bowser,koopa,Mobile,2019,
mario kart tour,CHARACTER_IN,bowser,koopa,Mobile,2019,
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,bowser,koopa,Switch,2019,
paper mario: the origami king,CHARACTER_IN,bowser,koopa,Switch,2020,
tetris 99,CHARACTER_IN,bowser,koopa,Switch,2019,
super mario 3d all-stars,CHARACTER_IN,bowser,koopa,Switch,2020,
super mario 3d world + bowser's fury,CHARACTER_IN,bowser,koopa,Switch,2021,
mario golf: super rush,CHARACTER_IN,bowser,koopa,Switch,2021,
mario + rabbids sparks of hope,CHARACTER_IN,bowser,koopa,Switch,2022,
super mario bros. wonder,CHARACTER_IN,bowser,koopa,Switch,2023,
super mario rpg,CHARACTER_IN,bowser,koopa,Switch,2023,
super mario party jamboree,CHARACTER_IN,bowser,koopa,Switch,2024,
mario & luigi: brothership,CHARACTER_IN,bowser,koopa,Switch,2024,
donkey kong country,CHARACTER_IN,candy kong,kong,SNES,1994,13.530000000000001
donkey kong country,CHARACTER_IN,candy kong,kong,GBC,2000,13.530000000000001
donkey kong country,CHARACTER_IN,candy kong,kong,GBA,2003,13.530000000000001
donkey kong 64,CHARACTER_IN,candy kong,kong,N64,1999,5.27
dk: king of swing,CHARACTER_IN,candy kong,kong,GBA,2005,0.24
donkey kong barrel blast,CHARACTER_IN,candy kong,kong,Wii,2007,1.24
dk: jungle climber,CHARACTER_IN,candy kong,kong,DS,2007,
super smash bros. brawl,CHARACTER_IN,candy kong,kong,Wii,2008,12.84
super smash bros. ultimate,CHARACTER_IN,candy kong,kong,Switch,2018,
super mario run,CHARACTER_IN,cappy,bonneter,Mobile,2016,
super mario run,CHARACTER_IN,cappy,bonneter,Mobile,2017,
super mario odyssey,CHARACTER_IN,cappy,bonneter,Switch,2017,
super smash bros. ultimate,CHARACTER_IN,cappy,bonneter,Switch,2018,
wario land: super mario land 3,CHARACTER_IN,captain syrup,human,GB,1994,
wario land ii,CHARACTER_IN,captain syrup,human,GBC,1998,1.48
picross np,CHARACTER_IN,captain syrup,human,SNES,1999,
wario land: shake it!,CHARACTER_IN,captain syrup,human,Wii,2008,1.15
super smash bros. ultimate,CHARACTER_IN,captain syrup,human,Switch,2018,
super mario galaxy,CHARACTER_IN,captain toad,toad,Wii,2007,11.35
super mario galaxy 2,CHARACTER_IN,captain toad,toad,Wii,2010,7.51
super mario 3d world,CHARACTER_IN,captain toad,toad,WiiU,2013,4.32
captain toad: treasure tracker,CHARACTER_IN,captain toad,toad,WiiU,2014,1.19
captain toad: treasure tracker,CHARACTER_IN,captain toad,toad,Switch,2018,1.19
super smash bros. for wii u,CHARACTER_IN,captain toad,toad,WiiU,2014,
mario & luigi: paper jam,CHARACTER_IN,captain toad,toad,3DS,2015,0.76
super mario maker,CHARACTER_IN,captain toad,toad,WiiU,2015,3.21
minecraft: wii u edition,CHARACTER_IN,captain toad,toad,WiiU,2015,
minecraft: nintendo switch edition,CHARACTER_IN,captain toad,toad,Switch,2017,
super mario odyssey,CHARACTER_IN,captain toad,toad,Switch,2017,
minecraft: new nintendo 3ds edition,CHARACTER_IN,captain toad,toad,3DS,2017,
minecraft: bedrock edition,CHARACTER_IN,captain toad,toad,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,captain toad,toad,Switch,2018,
super mario maker 2,CHARACTER_IN,captain toad,toad,Switch,2019,
mario kart tour,CHARACTER_IN,captain toad,toad,Mobile,2019,
super mario 3d all-stars,CHARACTER_IN,captain toad,toad,Switch,2020,
super mario 3d world + bowser's fury,CHARACTER_IN,captain toad,toad,Switch,2021,
warioware: get it together!,CHARACTER_IN,captain toad,toad,Switch,2021,
super mario bros. wonder,CHARACTER_IN,captain toad,toad,Switch,2023,
donkey kong 64,CHARACTER_IN,chunky kong,kong,N64,1999,5.27
super smash bros. brawl,CHARACTER_IN,chunky kong,kong,Wii,2008,12.84
super smash bros. ultimate,CHARACTER_IN,chunky kong,kong,Switch,2018,
donkey kong country,CHARACTER_IN,cranky kong,kong,SNES,1994,13.530000000000001
donkey kong country,CHARACTER_IN,cranky kong,kong,GBC,2000,13.530000000000001
donkey kong country,CHARACTER_IN,cranky kong,kong,GBA,2003,13.530000000000001
donkey kong land,CHARACTER_IN,cranky kong,kong,GB,1995,3.91
donkey kong country 2: diddy's kong quest,CHARACTER_IN,cranky kong,kong,SNES,1995,5.15
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,cranky kong,kong,SNES,1996,3.51
donkey kong land iii,CHARACTER_IN,cranky kong,kong,GB,1997,1.03
donkey kong land iii,CHARACTER_IN,cranky kong,kong,GBC,2000,1.03
donkey kong 64,CHARACTER_IN,cranky kong,kong,N64,1999,5.27
super smash bros. melee,CHARACTER_IN,cranky kong,kong,GC,2001,14.14
donkey konga,CHARACTER_IN,cranky kong,kong,GC,2003,1.15
donkey konga 2,CHARACTER_IN,cranky kong,kong,GC,2004,0.39
donkey kong country 2,CHARACTER_IN,cranky kong,kong,GBA,2004,1.23
dk: king of swing,CHARACTER_IN,cranky kong,kong,GBA,2005,0.24
donkey konga 3 jp,CHARACTER_IN,cranky kong,kong,GC,2005,
donkey kong country 3,CHARACTER_IN,cranky kong,kong,GBA,2005,0.77
donkey kong barrel blast,CHARACTER_IN,cranky kong,kong,Wii,2007,1.24
dk: jungle climber,CHARACTER_IN,cranky kong,kong,DS,2007,
super smash bros. brawl,CHARACTER_IN,cranky kong,kong,Wii,2008,12.84
donkey kong country returns,CHARACTER_IN,cranky kong,kong,Wii,2010,8.33
donkey kong country returns 3d,CHARACTER_IN,cranky kong,kong,3DS,2013,
donkey kong country: tropical freeze,CHARACTER_IN,cranky kong,kong,WiiU,2014,1.52
donkey kong country: tropical freeze,CHARACTER_IN,cranky kong,kong,Switch,2018,1.52
super smash bros. ultimate,CHARACTER_IN,cranky kong,kong,Switch,2018,
donkey kong country returns hd,CHARACTER_IN,cranky kong,kong,Switch,2025,
super mario galaxy,CHARACTER_IN,dino piranha,,Wii,2007,11.35
super mario galaxy 2,CHARACTER_IN,dino piranha,,Wii,2010,7.51
mario & sonic at the london 2012 olympic games,CHARACTER_IN,dino piranha,,Wii,2011,4.9
mario & sonic at the london 2012 olympic games,CHARACTER_IN,dino piranha,,3DS,2012,4.9
super smash bros. ultimate,CHARACTER_IN,dino piranha,,Switch,2018,
super mario 3d all-stars,CHARACTER_IN,dino piranha,,Switch,2020,
donkey kong country 2: diddy's kong quest,CHARACTER_IN,dixie kong,kong,SNES,1995,5.15
donkey kong land 2,CHARACTER_IN,dixie kong,kong,GB,1996,
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,dixie kong,kong,SNES,1996,3.51
donkey kong land iii,CHARACTER_IN,dixie kong,kong,GB,1997,1.03
donkey kong land iii,CHARACTER_IN,dixie kong,kong,GBC,2000,1.03
super smash bros. melee,CHARACTER_IN,dixie kong,kong,GC,2001,14.14
donkey kong country 2,CHARACTER_IN,dixie kong,kong,GBA,2004,1.23
donkey konga 2,CHARACTER_IN,dixie kong,kong,GC,2004,0.39
dk: king of swing,CHARACTER_IN,dixie kong,kong,GBA,2005,0.24
donkey konga 3 jp,CHARACTER_IN,dixie kong,kong,GC,2005,
mario superstar baseball,CHARACTER_IN,dixie kong,kong,GC,2005,1.46
donkey kong country 3,CHARACTER_IN,dixie kong,kong,GBA,2005,0.77
mario hoops 3-on-3,CHARACTER_IN,dixie kong,kong,DS,2006,
diddy kong racing ds,CHARACTER_IN,dixie kong,kong,DS,2007,1.22
donkey kong barrel blast,CHARACTER_IN,dixie kong,kong,Wii,2007,1.24
dk: jungle climber,CHARACTER_IN,dixie kong,kong,DS,2007,
super smash bros. brawl,CHARACTER_IN,dixie kong,kong,Wii,2008,12.84
mario super sluggers,CHARACTER_IN,dixie kong,kong,Wii,2008,1.89
donkey kong country: tropical freeze,CHARACTER_IN,dixie kong,kong,WiiU,2014,1.52
donkey kong country: tropical freeze,CHARACTER_IN,dixie kong,kong,Switch,2018,1.52
super smash bros. ultimate,CHARACTER_IN,dixie kong,kong,Switch,2018,
mario kart tour,CHARACTER_IN,dixie kong,kong,Mobile,2019,
donkey kong country,CHARACTER_IN,diddy kong,kong,SNES,1994,13.530000000000001
donkey kong country,CHARACTER_IN,diddy kong,kong,GBC,2000,13.530000000000001
donkey kong country,CHARACTER_IN,diddy kong,kong,GBA,2003,13.530000000000001
donkey kong land,CHARACTER_IN,diddy kong,kong,GB,1995,3.91
donkey kong country 2: diddy's kong quest,CHARACTER_IN,diddy kong,kong,SNES,1995,5.15
donkey kong land 2,CHARACTER_IN,diddy kong,kong,GB,1996,
donkey kong country 3: dixie kong's double trouble!,CHARACTER_IN,diddy kong,kong,SNES,1996,3.51
diddy kong racing,CHARACTER_IN,diddy kong,kong,N64,1997,4.88
donkey kong 64,CHARACTER_IN,diddy kong,kong,N64,1999,5.27
mario golf: toadstool tour,CHARACTER_IN,diddy kong,kong,GC,2003,1.53
mario kart: double dash!!,CHARACTER_IN,diddy kong,kong,GC,2003,13.9
donkey konga,CHARACTER_IN,diddy kong,kong,GC,2003,1.15
donkey kong country 2,CHARACTER_IN,diddy kong,kong,GBA,2004,1.23
donkey konga 2,CHARACTER_IN,diddy kong,kong,GC,2004,0.39
mario power tennis,CHARACTER_IN,diddy kong,kong,GC,2004,1.22
dk: king of swing,CHARACTER_IN,diddy kong,kong,GBA,2005,0.24
yakuman ds,CHARACTER_IN,diddy kong,kong,DS,2005,
donkey konga 3 jp,CHARACTER_IN,diddy kong,kong,GC,2005,
mario superstar baseball,CHARACTER_IN,diddy kong,kong,GC,2005,1.46
mario kart arcade gp,CHARACTER_IN,diddy kong,kong,Arcade,2005,
donkey kong country 3,CHARACTER_IN,diddy kong,kong,GBA,2005,0.77
mario hoops 3-on-3,CHARACTER_IN,diddy kong,kong,DS,2006,
diddy kong racing ds,CHARACTER_IN,diddy kong,kong,DS,2007,1.22
mario kart arcade gp 2,CHARACTER_IN,diddy kong,kong,Arcade,2007,
mario strikers charged,CHARACTER_IN,diddy kong,kong,Wii,2007,2.58
donkey kong barrel blast,CHARACTER_IN,diddy kong,kong,Wii,2007,1.24
dk: jungle climber,CHARACTER_IN,diddy kong,kong,DS,2007,
mario party ds,CHARACTER_IN,diddy kong,kong,DS,2007,8.91
super smash bros. brawl,CHARACTER_IN,diddy kong,kong,Wii,2008,12.84
mario kart wii,CHARACTER_IN,diddy kong,kong,Wii,2008,35.52
mario super sluggers,CHARACTER_IN,diddy kong,kong,Wii,2008,1.89
new play control! mario power tennis,CHARACTER_IN,diddy kong,kong,Wii,2009,1.46
warioware: d.i.y. showcase,CHARACTER_IN,diddy kong,kong,Wii,2009,
donkey kong country returns,CHARACTER_IN,diddy kong,kong,Wii,2010,8.33
mario sports mix,CHARACTER_IN,diddy kong,kong,Wii,2010,2.08
fortune street,CHARACTER_IN,diddy kong,kong,Wii,2011,0.48
mario party 9,CHARACTER_IN,diddy kong,kong,Wii,2012,3.13
mario tennis open,CHARACTER_IN,diddy kong,kong,3DS,2012,0.95
donkey kong country returns 3d,CHARACTER_IN,diddy kong,kong,3DS,2013,
donkey kong country: tropical freeze,CHARACTER_IN,diddy kong,kong,WiiU,2014,1.52
donkey kong country: tropical freeze,CHARACTER_IN,diddy kong,kong,Switch,2018,1.52
mario golf: world tour,CHARACTER_IN,diddy kong,kong,3DS,2014,0.48
mario party 10,CHARACTER_IN,diddy kong,kong,WiiU,2015,1.58
super mario maker,CHARACTER_IN,diddy kong,kong,WiiU,2015,3.21
skylanders: superchargers,CHARACTER_IN,diddy kong,kong,WiiU,2015,2.09
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,diddy kong,kong,WiiU,2016,0.8700000000000001
mario & sonic at the rio 2016 olympic games,CHARACTER_IN,diddy kong,kong,3DS,2016,0.8700000000000001
minecraft: wii u edition,CHARACTER_IN,diddy kong,kong,WiiU,2015,
mario party: star rush,CHARACTER_IN,diddy kong,kong,3DS,2016,0.3
mario sports superstars,CHARACTER_IN,diddy kong,kong,3DS,2017,
minecraft: nintendo switch edition,CHARACTER_IN,diddy kong,kong,Switch,2017,
super mario odyssey,CHARACTER_IN,diddy kong,kong,Switch,2017,
mario party: the top 100,CHARACTER_IN,diddy kong,kong,3DS,2017,
minecraft: new nintendo 3ds edition,CHARACTER_IN,diddy kong,kong,3DS,2017,
minecraft: bedrock edition,CHARACTER_IN,diddy kong,kong,Switch,2018,
mario tennis aces,CHARACTER_IN,diddy kong,kong,Switch,2018,
super mario party,CHARACTER_IN,diddy kong,kong,Switch,2018,
super smash bros. ultimate,CHARACTER_IN,diddy kong,kong,Switch,2018,
mario kart tour,CHARACTER_IN,diddy kong,kong,Mobile,2019,
dr. mario world,CHARACTER_IN,diddy kong,kong,Mobile,2019,
mario & sonic at the olympic games tokyo 2020,CHARACTER_IN,diddy kong,kong,Switch,2019,
warioware: get it together!,CHARACTER_IN,diddy kong,kong,Switch,2021,
super mario party jamboree,CHARACTER_IN,diddy kong,kong,Switch,2024,
donkey kong country returns hd,CHARACTER_IN,diddy kong,kong,Switch,2025,
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,Arcade,1982,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,Game & Watch,1982,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,Intellivision,1983,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,NES,1983,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,Game & Watch,1983,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,ColecoVision,1983,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,2600,1983,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,Other Computer,1984,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,Atari 8-bit,1984,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,Atari 7800,1988,1.11
donkey kong jr.,CHARACTER_IN,donkey kong jr.,kong,famicom disk system,1988,1.11
donkey kong ii,CHARACTER_IN,donkey kong jr.,kong,Game & Watch,1983,
donkey kong jr. + jr. sansū lesson,CHARACTER_IN,donkey kong jr.,kong,NES,1983,
donkey kong jr. math,CHARACTER_IN,donkey kong jr.,kong,NES,1983,
donkey kong classics,CHARACTER_IN,donkey kong jr.,kong,NES,1988,1.56
super mario kart,CHARACTER_IN,donkey kong jr.,kong,SNES,1992,8.76
super mario all-stars,CHARACTER_IN,donkey kong jr.,kong,SNES,1993,10.55
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Arcade,1981,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Intellivision,1982,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,ColecoVision,1982,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,2600,1982,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Game & Watch,1982,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Other Handheld,1982,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,PC,1983,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Other Computer,1983,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Atari 8-bit,1983,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,NES,1983,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Other Computer,1984,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,PC,1984,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,PC,1986,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Atari 7800,1988,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,famicom disk system,1988,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,GB,1994,5.66
donkey kong,CHARACTER_IN,donkey kong jr.,kong,Game & Watch,1994,5.66
mario's time machine,CHARACTER_IN,donkey kong jr.,kong,SNES,1993,
mario's time machine,CHARACTER_IN,donkey kong jr.,kong,PC,1993,
mario's time machine,CHARACTER_IN,donkey kong jr.,kong,NES,1994,
super mario all-stars + super mario world,CHARACTER_IN,donkey kong jr.,kong,SNES,1994,
mario's tennis,CHARACTER_IN,donkey kong jr.,kong,Virtual Boy,1995,
mario clash,CHARACTER_IN,donkey kong jr.,kong,Virtual Boy,1995,
game & watch gallery,CHARACTER_IN,donkey kong jr.,kong,GB,1997,1.0
game & watch gallery 2,CHARACTER_IN,donkey kong jr.,kong,GBC,1997,1.22
game & watch gallery 3,CHARACTER_IN,donkey kong jr.,kong,GBC,1999,1.22
mario tennis,CHARACTER_IN,donkey kong jr.,kong,GBC,2000,3.59
mario tennis,CHARACTER_IN,donkey kong jr.,kong,N64,2000,3.59
super smash bros. melee,CHARACTER_IN,donkey kong jr.,kong,GC,2001,14.14
game & watch gallery 4,CHARACTER_IN,donkey kong jr.,kong,GBA,2002,1.22
super mario advance 4: super mario bros. 3,CHARACTER_IN,donkey kong jr.,kong,GBA,2003,
mario kart: double dash!!,CHARACTER_IN,donkey kong jr.,kong,GC,2003,13.9
warioware: twisted!,CHARACTER_IN,donkey kong jr.,kong,GBA,2004,0.74
tetris ds,CHARACTER_IN,donkey kong jr.,kong,DS,2006,2.1
super smash bros. brawl,CHARACTER_IN,donkey kong jr.,kong,Wii,2008,12.84
super mario all-stars limited edition,CHARACTER_IN,donkey kong jr.,kong,Wii,2010,
nes remix,CHARACTER_IN,donkey kong jr.,kong,WiiU,2013,0.28
nes remix pack,CHARACTER_IN,donkey kong jr.,kong,WiiU,2014,
ultimate nes remix,CHARACTER_IN,donkey kong jr.,kong,3DS,2014,0.27
donkey kong country: tropical freeze,CHARACTER_IN,donkey kong jr.,kong,WiiU,2014,1.52
donkey kong country: tropical freeze,CHARACTER_IN,donkey kong jr.,kong,Switch,2018,1.52
super mario maker,CHARACTER_IN,donkey kong jr.,kong,WiiU,2015,3.21
warioware gold,CHARACTER_IN,donkey kong jr.,kong,3DS,2018,
super smash bros. ultimate,CHARACTER_IN,donkey kong jr.,kong,Switch,2018,
mario kart tour,CHARACTER_IN,donkey kong jr.,kong,Mobile,2019,
warioware: move it!,CHARACTER_IN,donkey kong jr.,kong,Switch,2023,
"warioware, inc.: mega microgame$!",CHARACTER_IN,dr. crygor,human,GBA,2003,
wario world,CHARACTER_IN,dr. crygor,human,GC,2003,0.44
"warioware, inc.: mega party game$!",CHARACTER_IN,dr. crygor,human,GC,2003,
warioware: twisted!,CHARACTER_IN,dr. crygor,human,GBA,2004,0.74
warioware: touched!,CHARACTER_IN,dr. crygor,human,DS,2004,
warioware: smooth moves,CHARACTER_IN,dr. crygor,human,Wii,2006,2.89
super smash bros. brawl,CHARACTER_IN,dr. crygor,human,Wii,2008,12.84
warioware: d.i.y.,CHARACTER_IN,dr. crygor,human,DS,2009,
game & wario,CHARACTER_IN,dr. crygor,human,WiiU,2013,0.23
super smash bros. for wii u,CHARACTER_IN,dr. crygor,human,WiiU,2014,
rhythm heaven megamix,CHARACTER_IN,dr. crygor,human,3DS,2015,
warioware gold,CHARACTER_IN,dr. crygor,human,3DS,2018,
super smash bros. ultimate,CHARACTER_IN,dr. crygor,human,Switch,2018,
tetris 99,CHARACTER_IN,dr. crygor,human,Switch,2019,
warioware: get it together!,CHARACTER_IN,dr. crygor,human,Switch,2021,
warioware: move it!,CHARACTER_IN,dr. crygor,human,Switch,2023,
